sample_id,context,label_value,label_name,resp_0,resp_1,resp_2,resp_3,resp_4,metric_averaged_cosine_similarity,metric_averaged_distinct_ngrams,metric_bert_score,metric_s_d,metric_s_d_norm,metric_s_s_d,metric_s_s_d_norm,metric_sent_bert,metric_t_s_d,metric_t_s_d_norm
test.enc.prompt.txt::01607,"Rick, I'll put",1.0,content_diversity,it in my car,everything on my tab,down more money,any bet on that,more time into it,-0.021,0.758,-0.170,1.649,0.330,4.996,0.999,-0.166,5.181,0.864
test.enc.prompt.txt::01607,"Rick, I'll put",0.0,content_diversity,its in my vehicle,lets place it into the car,"my car will work, lets put it here",we can use my car,its inside of my car,-0.066,0.918,-0.304,1.802,0.360,4.906,0.981,-0.682,10.204,0.785
test.enc.prompt.txt::01608,Shall we draw,1.0,content_diversity,anything we want,the bird,a huge house,the game intentionally,your desk,-0.008,0.585,-0.260,3.017,0.603,4.989,0.998,-0.174,6.596,0.824
test.enc.prompt.txt::01608,Shall we draw,0.0,content_diversity,arbitrarily,whatever we want,what we wish to draw,something we like,anything we would like to draw,-0.047,0.918,-0.389,2.027,0.405,4.410,0.882,-0.422,8.375,0.761
test.enc.prompt.txt::01613,-- It was,0.0,content_diversity,i take the blame,EVERYTHING was on me,it is my fault really,its on me,its my fauly,-0.032,0.944,-0.144,2.909,0.582,4.963,0.993,-0.632,5.920,0.987
test.enc.prompt.txt::01615,Ten years ago?,1.0,content_diversity,I can't believe it was that long.,I had no idea it was that old.,or was it twenty,that makes me a lot older,so it is time for a new one,-0.053,0.922,-0.107,2.364,0.473,4.219,0.844,-0.299,9.808,0.701
test.enc.prompt.txt::01615,Ten years ago?,0.0,content_diversity,seems like just yesterday,I remember it like it happened a week ago,time sure has flown,the years went by fast,it's like I blinked and time went by,-0.024,0.945,-0.043,2.740,0.548,4.947,0.989,-0.430,12.696,0.668
test.enc.prompt.txt::01617,I didn't count,1.0,content_diversity,this one,on your help,his cousins,my parents,on my family's support,-0.013,0.769,-0.178,1.521,0.304,4.907,0.981,-0.328,6.383,0.912
test.enc.prompt.txt::01618,Did you run,0.0,content_diversity,"out of fire, or is it the booze?","through all of your energy, or can we say it was the alcohol?",yourself ragged or are you buzzed from that drink?,"until you reached e, or does the liquor have a part to play in your mood?",dry or did that cocktail put you over your limit?,-0.040,0.954,-0.282,2.130,0.426,4.899,0.980,-0.601,10.643,0.409
test.enc.prompt.txt::01621,Do I have,1.0,content_diversity,to repeat myself?,to tell you every thing to do?,to do my homework.,something between my teeth?,something wrong with me?,-0.030,0.955,-0.148,2.447,0.489,4.955,0.991,-0.212,10.928,0.781
test.enc.prompt.txt::01621,Do I have,0.0,content_diversity,to explain every detail?,act like your boss?,to spell it out for you?,constantly remind you?,tell you step by step?,-0.009,0.982,-0.259,2.269,0.454,4.727,0.945,-0.322,10.708,0.630
test.enc.prompt.txt::01622,Put them on,1.0,content_diversity,so we can go,the other foot,alright?,the table,over there,-0.008,0.783,-0.100,2.233,0.447,4.741,0.948,-0.284,4.624,0.925
test.enc.prompt.txt::01623,"But Richard, no,",1.0,content_diversity,do not go there,you have to be up early,go ahead and do what you want,listen to me,can you please just go,-0.030,0.952,-0.007,1.995,0.399,4.999,1.000,-0.221,7.739,0.967
test.enc.prompt.txt::01624,This time they,0.0,content_diversity,guys that was too far,you went way too far,that was too much,they definetely went to far with this,its going too far,-0.099,0.875,-0.412,2.496,0.499,4.759,0.952,-0.685,8.731,0.794
test.enc.prompt.txt::01625,We are only,0.0,content_diversity,a small group,limited in number,the three of us,a handful of humans,a sprinkling of mortals,-0.032,0.756,-0.228,2.233,0.447,4.690,0.938,-0.428,7.654,0.765
test.enc.prompt.txt::01627,"No, Victor, there",1.0,content_diversity,"has been a change since then, it is vastly different now.","is no way I would have said that, you must be mistaken.",is nothing for you here.,"were at least twenty people there, couldn't you see?","was nothing we could have done for him, if it helps he felt no pain.",-0.024,0.965,-0.061,3.574,0.715,4.912,0.982,-0.295,15.996,0.534
test.enc.prompt.txt::01628,There must be,1.0,content_diversity,something wrong with how this is put together.,more places to put that,people wondering what happened to us,something more we can do to help them,a lot more of them over there.,-0.027,0.959,-0.158,1.999,0.400,4.455,0.891,-0.332,8.961,0.597
test.enc.prompt.txt::01629,I beg your,1.0,content_diversity,forgiveness for my actions,ruler to grant me leave,dog to let go of me,God to grant me good health,sense of justice to act accordingly,-0.053,0.918,-0.218,2.140,0.428,4.993,0.999,-0.297,13.716,0.857
test.enc.prompt.txt::01630,Don't you sometimes,1.0,content_diversity,wonder why we live where it's cold all the time?,want to run away and never look back?,think of all the things you could be doing?,look and your children and feel pure love?,want to sell everything and live in a tent on the beach?,-0.031,0.948,-0.104,2.132,0.426,4.612,0.922,-0.126,15.637,0.521
test.enc.prompt.txt::01631,But we made,1.0,content_diversity,"a serious error of judgment, we are so screwed.",a cake and everything and they just don't show up?,the world a better place for every one of us.,"him so scared, maybe we shouldn't have been so harsh.",good time and we will be there very soon.,-0.022,0.963,-0.089,2.602,0.520,4.331,0.866,-0.190,12.205,0.436
test.enc.prompt.txt::01632,And the honor,1.0,content_diversity,is all mine,of the soldiers is something great,is great,roll students are very smart,academy,-0.024,0.965,-0.172,2.167,0.433,4.979,0.996,-0.328,7.809,0.868
test.enc.prompt.txt::01633,I am making,1.0,content_diversity,some cake,progress i think,lunch,breakfast,tacos for dinner,0.000,0.600,-0.229,1.963,0.393,4.998,1.000,-0.237,5.851,0.836
test.enc.prompt.txt::01633,I am making,0.0,content_diversity,i made a cake,BAKING A CAKE,making some yummy cake today,birthday cake is being made,i need alot of of cake,-0.031,0.948,-0.139,1.813,0.363,4.172,0.834,-0.728,11.412,0.815
test.enc.prompt.txt::01634,This is hardly,1.0,content_diversity,the first time you've done this.,my first rodeo.,the way to get a girl interested in you.,the time for telling secrets!,your best look!,-0.018,0.969,-0.208,2.299,0.460,4.992,0.998,-0.243,12.226,0.611
test.enc.prompt.txt::01636,For the time,1.0,content_diversity,it takes,of my life,it is whats best,being,of doubts,-0.015,0.767,-0.131,3.789,0.758,4.983,0.997,-0.372,3.858,0.965
test.enc.prompt.txt::01637,I strongly suspect,1.0,content_diversity,they are breaking the law,he is cheating on me,there is a little chance for us to win,I have a food poisoning,I have a cancer,-0.042,0.936,-0.316,1.897,0.379,4.988,0.998,-0.188,8.039,0.804
test.enc.prompt.txt::01637,I strongly suspect,0.0,content_diversity,he is a cheater,he is sleeping with other girls,he is screwing around,he's fooling around,he cheats on me,-0.063,0.918,-0.381,2.289,0.458,4.924,0.985,-0.545,7.919,0.880
test.enc.prompt.txt::01638,"Captain Renault, are",1.0,content_diversity,you ok,gonna go home soon,take me home?,sign the paper,there any left,0.000,0.800,-0.017,2.138,0.428,4.532,0.906,-0.230,9.532,0.867
test.enc.prompt.txt::01638,"Captain Renault, are",0.0,content_diversity,we are going home soon,gonna go home ok?,leaving really soon,when are we leaving?,we have to go home in a few,-0.040,0.931,-0.163,1.872,0.374,4.905,0.981,-0.602,10.039,0.669
test.enc.prompt.txt::01639,We are concerned,1.0,content_diversity,about your health.,that you don't recognize the levity of the situation.,you will make a mistake.,you won't wake up from surgery.,about how you will take the news.,-0.034,0.945,-0.341,2.738,0.548,4.999,1.000,-0.175,7.875,0.463
test.enc.prompt.txt::01640,You see what,0.0,content_diversity,the cat brought in from the yard.,the feline retrieved from outdoors.,the animal has in its mouth.,the cat dragged in.,the tabby fetched.,-0.075,0.918,-0.347,1.524,0.305,4.999,1.000,-0.322,11.865,0.698
test.enc.prompt.txt::01641,It is my,0.0,content_diversity,judgement based on what I've heard.,"feeling, despite not having any real hard evidence.","gut telling me this, so take it at that!",position but it's really based on what I think.,"two cents, for what it's worth!",-0.027,0.954,-0.089,2.819,0.564,4.776,0.955,-0.265,15.531,0.536
test.enc.prompt.txt::01644,Serves me right,0.0,content_diversity,to make a mistake,that I errored on this,to be so incorrect,that I answered it falsely,to inaccurately judge the situation,-0.027,0.954,-0.237,2.633,0.527,4.909,0.982,-0.700,8.159,0.907
test.enc.prompt.txt::01645,Why do you,1.0,content_diversity,think that is?,do that?,love me?,eat like that,lie to me,-0.007,0.585,-0.218,1.986,0.397,3.944,0.789,-0.306,6.612,0.827
test.enc.prompt.txt::01646,How can you,1.0,content_diversity,be that way,be so nice to me after that,lie to my face,do these things,be so mean,-0.034,0.937,-0.117,2.076,0.415,4.813,0.963,-0.271,5.723,0.954
test.enc.prompt.txt::01646,How can you,0.0,content_diversity,how are you so mean,how can anyone be that mean,"so mean, you are","how is it , you're not nice",you are just plain mean,-0.058,0.924,-0.108,2.700,0.540,4.460,0.892,-0.705,6.744,0.674
test.enc.prompt.txt::01647,And I'm taking,1.0,content_diversity,classes.,the day off.,her with me.,my sweet time.,my clothes off.,-0.013,0.569,-0.360,2.114,0.423,4.775,0.955,-0.303,7.589,0.759
test.enc.prompt.txt::01647,And I'm taking,0.0,content_diversity,as long as I need to.,however long it takes.,all the time I need.,it slow and easy.,unknown amount of time.,-0.024,0.937,-0.208,2.357,0.471,4.978,0.996,-0.410,10.332,0.608
test.enc.prompt.txt::01648,I thought I,1.0,content_diversity,"could be the best, but i was wrong","saw bigfoot, but it was a bear","could trust you, but it turns out I was wrong","believed in you, but you lied","could change your mind about things, but it didn't work.",-0.064,0.919,-0.344,2.176,0.435,4.985,0.997,-0.435,12.387,0.516
test.enc.prompt.txt::01648,I thought I,0.0,content_diversity,could persuade you,could make you think like me,could pull you to this side of things,persuade you to think like me,would make you change your mind,-0.096,0.865,-0.392,1.737,0.347,4.191,0.838,-0.538,9.745,0.573
test.enc.prompt.txt::01650,Call off your,0.0,content_diversity,"action, its doing more harm than good.","strike, it's costing lives.","demonstration, you are hurting people.","picket line, people need to get in to save people.","strike, you ar ekilling people in here.",-0.021,0.958,-0.347,2.036,0.407,4.998,1.000,-0.314,16.783,0.541
test.enc.prompt.txt::01651,If you don't,0.0,content_diversity,i need you to call me back,i need you to call as soon as possible,i need to hear from you soon,email me back please,return my call when you can,-0.102,0.803,-0.215,1.676,0.335,4.987,0.997,-0.502,11.833,0.789
test.enc.prompt.txt::01653,And that ten,0.0,content_diversity,it is a lot,there is way too many of them,so much left,its definetly alot,theres so many,-0.015,0.970,-0.098,2.805,0.561,4.253,0.851,-0.488,7.162,0.895
test.enc.prompt.txt::01654,Will I see,0.0,content_diversity,the MVP tonight,best player out tonight,the MVP on the pitch,the best player on the stadium,the MVP playing today,-0.108,0.853,-0.388,1.965,0.393,4.985,0.997,-0.749,10.583,0.814
test.enc.prompt.txt::01655,"Rick, I'm sick",1.0,content_diversity,to my stomach.,of fighting with you.,and tired of all this.,to death with all your complaining.,of this god forsaken place.,-0.029,0.948,-0.229,2.066,0.413,4.967,0.993,-0.354,7.918,0.660
test.enc.prompt.txt::01656,"Come on, we're",0.0,content_diversity,"only kidding, happy up a bit!","only having a joke, stop being so grumpy.","only messing with you, get a sense of humour.","just trying to make you smile, stop being sad.","really only messing about, cheer up!",-0.038,0.946,-0.224,2.188,0.438,4.931,0.986,-0.502,17.696,0.632
test.enc.prompt.txt::01657,Are my eyes,1.0,content_diversity,red from smoking weed?,blue,looking good,saying something,hazelnut colour,0.000,0.800,-0.045,2.170,0.434,4.983,0.997,-0.177,8.870,0.806
test.enc.prompt.txt::01657,Are my eyes,0.0,content_diversity,on point,looking fine,good looking,nice,fine looking,-0.040,0.333,-0.246,2.661,0.532,4.682,0.936,-0.662,6.866,0.858
test.enc.prompt.txt::01658,May I? Too,0.0,content_diversity,its way too heavy,i think its heavy,its very large and big to carry,too much weight to handle for you,it is very big to handle,-0.047,0.918,-0.305,2.152,0.430,4.329,0.866,-0.826,9.131,0.761
test.enc.prompt.txt::01659,"But why? Oh,",1.0,content_diversity,because you knew,me oh my,i thought you knew,im not sure,why else,-0.020,0.753,0.089,2.136,0.427,4.888,0.978,-0.274,6.119,0.874
test.enc.prompt.txt::01660,But think of,1.0,content_diversity,all the good memories,what he would say,our kids Karen,my best friends,something you would like,-0.005,0.789,-0.206,2.560,0.512,4.911,0.982,-0.250,10.208,0.928
test.enc.prompt.txt::01660,But think of,0.0,content_diversity,all the positive memories,all the good things,all happy memories,all the positive moments,all happiness we shared,-0.116,0.651,-0.445,1.649,0.330,4.971,0.994,-0.816,8.108,0.811
test.enc.prompt.txt::01661,"Well, Rick, after",0.0,content_diversity,"people have had some time to forget, you  could return.","it all dies down, just come home.","a bit of time has passed, I'm sure you will find your way back.","the story gets old, you can reenter the community.","it really gets to be old news, come back in like it never happened.",-0.017,0.963,-0.174,2.647,0.529,4.819,0.964,-0.469,23.647,0.607
test.enc.prompt.txt::01663,He'll double what,1.0,content_diversity,exactly?,-ever you want,your pay,"the timing, if you call",the pleasure,-0.011,0.969,-0.022,1.946,0.389,4.919,0.984,-0.311,8.213,0.821
test.enc.prompt.txt::01663,He'll double what,0.0,content_diversity,hows the work pay,what does your weekly pay look like now,your new payment is good,how do you like the pay?,hows your payments now?,-0.027,0.956,-0.191,2.020,0.404,4.434,0.887,-0.472,8.008,0.572
test.enc.prompt.txt::01664,"No. Not me,",1.0,content_diversity,i never just leave without saying goodbye,it was you,that was definetly your dad,i am going out later,so stop saying it was me,-0.031,0.952,-0.101,1.943,0.389,4.849,0.970,-0.237,9.549,0.868
test.enc.prompt.txt::01665,"Well, stop it.",1.0,content_diversity,I'm tired of you,I have to concentrate,I need to change the tires,I need a break,Stop teasing your brother,-0.026,0.952,-0.335,1.525,0.305,4.767,0.953,-0.196,9.545,0.868
test.enc.prompt.txt::01666,This sort of,0.0,content_diversity,activity is not okay.,way of acting is beyond wrong.,way of being is completely off base.,conduct is wholly beyond the pale.,etiquette is totally wrong.,-0.056,0.932,-0.448,1.996,0.399,4.938,0.988,-0.505,12.965,0.617
test.enc.prompt.txt::01668,You fucking bleeding,1.0,content_diversity,are you kidding me,everywhere,"troll, you're ridiculous",like you wont die,clean up,-0.005,0.786,-0.010,2.777,0.555,4.976,0.995,-0.201,8.724,0.969
