sample_id,context,label_value,label_name,resp_0,resp_1,resp_2,resp_3,resp_4,metric_AveragedCosineSimilarity,metric_AveragedDistinctNgrams,metric_BertScore,metric_SD,metric_SD_norm,metric_SSD,metric_SSD_norm,metric_SentBert,metric_TSD,metric_TSD_norm
test.enc.prompt.txt::00429,That's it. See,0.0,content_diversity,this color looks terrible on me.,the dress is too tight.,the top part of the dress is too big.,it makes me look washed out.,it's so beautiful but it doesn't fit me right.,-0.050,0.908,-0.428,2.522,0.504,4.662,0.932,-0.398,25.247,0.574
test.enc.prompt.txt::00430,You read my,1.0,content_diversity,"diary, how could you!","mind, yes, lets go eat",note so you should have known where I was,"article, what did you think?","demands, now it is your move",-0.003,0.993,-0.106,2.054,0.411,4.974,0.995,-0.233,21.752,0.604
test.enc.prompt.txt::00430,You read my,0.0,content_diversity,thoughts so we will have to choose which place we want to eat at,intentions you want to go Chinese,brain we both must be hungry,exact thoughts so lets just go to the closest place to home,intuitions I am hungry too,-0.033,0.934,-0.138,2.256,0.451,4.574,0.915,-0.266,29.308,0.682
test.enc.prompt.txt::00431,What about you?,1.0,content_diversity,Do you feel the same way?,Did you also see the car go speeding by like a maniac?,I know you must be angry about the voting results.,Where do you think we should go out to dinner?,What's your opinion on the best movie of the last decade?,-0.033,0.967,-0.202,3.049,0.610,4.953,0.991,-0.113,36.628,0.654
test.enc.prompt.txt::00431,What about you?,0.0,content_diversity,I'm curious if you agree with me.,I must know if you think similarly to me or not.,Would you agree with me about that?,Are your feelings on the matter the same as mine?,"Please share with me your opinion about this, is it the same?",-0.071,0.904,-0.333,2.531,0.506,4.705,0.941,-0.715,34.245,0.623
test.enc.prompt.txt::00432,You never said,1.0,content_diversity,"you didn't like my girlfriend, what's wrong with her?","I wasn't following the instructions right, now what do I do?","I missed the exit, now we went way out of our way!","my butt looks big in these jeans, I'm not going to wear them anymore!","I was a bad cook, why are you just telling me this now?",-0.015,0.976,-0.205,2.494,0.499,4.967,0.993,-0.285,49.231,0.639
test.enc.prompt.txt::00432,You never said,0.0,content_diversity,"you didn't like my cooking, this is a fine time to tell me!","you think my cooking sucks, don't you think you should have mentioned this before?","you don't like the way I cook meals, I sure wish you would have said so!","my cooking isn't any good, you should have said something instead of just eating it!","that my cooking is terrible, I'd rather you tell me that kind of stuff right away!",-0.060,0.912,-0.293,3.333,0.667,4.946,0.989,-0.778,54.457,0.579
test.enc.prompt.txt::00433,That the atmosphere,1.0,content_diversity,smells funny,is colder,is getting thin,is polluted,is worse now,-0.049,0.550,-0.319,1.708,0.342,4.984,0.997,-0.356,9.450,0.788
test.enc.prompt.txt::00433,That the atmosphere,0.0,content_diversity,is toxic,is filled with poison,is getting worse,is being polluted,will never recover,-0.042,0.760,-0.235,1.796,0.359,4.990,0.998,-0.420,12.273,0.818
test.enc.prompt.txt::00434,You son of,1.0,content_diversity,a gun! How were you able to get all that done?,bitch! How dare you call me that!,whore. You're going down for that!`,mine; you are the most cherished person to me.,"nope, not gonna say it. I'm not going to let you bring me down to that level!",-0.032,0.948,-0.142,2.369,0.263,4.633,0.927,-0.129,44.576,0.675
test.enc.prompt.txt::00434,You son of,0.0,content_diversity,a gun! I've been meaning to do that for so long but haven't been able to.,of a gun; would you look at that!,of a gun. I'm just amazed at how you are able to do what you do!,of a gun. Wait until the others see this!,"of a gun, you're amazing, just amazing!",-0.065,0.911,-0.246,2.501,0.313,4.964,0.993,-0.525,44.025,0.587
test.enc.prompt.txt::00435,You've been doing,1.0,content_diversity,"an evil thing, stop hurting that girl.",a wonderful job with those roses.,really great work counseling the bereaved.,"a crime, stealing that money.","a great job, knotting that macrame.",-0.024,0.967,-0.313,1.869,0.374,4.989,0.998,-0.175,26.835,0.706
test.enc.prompt.txt::00435,You've been doing,0.0,content_diversity,good therapy with the sad family members.,"a sort of Karma building thing, helping people who have dead relatives.","helping behavior, allowing people to work through stages of death.","family therapy, focusing on profound loss.","something to help pastors, add support to those left by dead.",-0.014,0.970,-0.268,2.639,0.528,4.682,0.936,-0.376,34.431,0.626
test.enc.prompt.txt::00436,These Colonial Marines,1.0,content_diversity,created for PlayStation 3 are much cooler than the promo advertised last year.,are the true heroes of this country.,have been doing drills in town since Thursday.,are sponsoring an Adopt-a-pet drive that is actually proving quite successful.,have been sleeping by the lake for three weeks now.,-0.021,0.967,-0.196,2.717,0.543,4.998,1.000,-0.127,33.647,0.580
test.enc.prompt.txt::00436,These Colonial Marines,0.0,content_diversity,are the distinguished brave in our community.,are the real idols that we all look up to.,represent the true champions that we aspire to be.,live as an exemplar to our children.,are the Superman's of this world.,-0.049,0.931,-0.271,1.937,0.387,4.974,0.995,-0.288,32.192,0.700
test.enc.prompt.txt::00437,Looks like you,1.0,content_diversity,did not get the memo!,got up on the wrong side of the bed today,have your work cut out for you with this one,could use a big hug,had a fun weekend,-0.010,0.982,0.010,2.842,0.568,4.761,0.952,-0.157,21.077,0.602
test.enc.prompt.txt::00437,Looks like you,0.0,content_diversity,are going to have a tough time here,certainly will earn every penny today,will be tested in every way,picked the worst client,need all of the patience in the world,-0.016,0.969,-0.047,2.916,0.583,4.998,1.000,-0.308,23.140,0.723
test.enc.prompt.txt::00438,What's he scanning,1.0,content_diversity,with that tricorder?,into the fax machine?,the patient in the MRI for?,out there on the radar screen?,for on that passenger?,-0.027,0.957,-0.321,2.576,0.515,4.991,0.998,-0.136,18.915,0.676
test.enc.prompt.txt::00438,What's he scanning,0.0,content_diversity,with that medical device,with the diagnostic tool,with that handheld scanner,with that futuristic machine,with that star trek technology,-0.114,0.896,-0.457,1.155,0.231,4.932,0.986,-0.436,11.063,0.527
test.enc.prompt.txt::00439,Where are your,1.0,content_diversity,clothes? This is a movie set!,"knives, I need to chop up some vegetables.",skis? We were going camping this weekend!,"manners, young man? This is a school not a zoo.",ideals? When did you stop caring?,-0.019,0.958,-0.164,2.208,0.245,4.998,1.000,-0.068,30.040,0.626
test.enc.prompt.txt::00439,Where are your,0.0,content_diversity,pride and empathy? Don't you care about them anymore?,thoughts and prayers now? Didn't you use to care?,best intentions? When did everything go so wrong for you?,endless ambitions taking us? Didn't you once say this was the wrong path?,goals ending? Why must we be here?,-0.014,0.975,-0.227,2.380,0.238,4.715,0.943,-0.402,40.152,0.627
test.enc.prompt.txt::00440,At ease. I'm,1.0,content_diversity,completely relaxed.,not upset with you.,never going to find fault with you.,leaving now.,taking control.,-0.012,0.960,-0.364,2.131,0.426,4.943,0.989,-0.300,11.360,0.516
test.enc.prompt.txt::00440,At ease. I'm,0.0,content_diversity,going home.,heading out.,finished here and taking my leave.,saying goodbye.,outta here!,0.000,1.000,-0.267,1.525,0.305,4.964,0.993,-0.576,11.016,0.580
test.enc.prompt.txt::00441,Hah! Stop your,1.0,content_diversity,Madness with these jokes,Crazy behavior right now.,Mom from calling the cops!,Friends from following me.,Girlfriend from eating that,-0.014,0.981,-0.221,2.117,0.423,4.949,0.990,-0.171,14.113,0.588
test.enc.prompt.txt::00441,Hah! Stop your,0.0,content_diversity,Horrible jokes you keep making,Ways of making fun of others,Tendency to joke too much,Picking on other people,Weird jokes with us,-0.008,0.975,-0.073,2.685,0.537,4.945,0.989,-0.604,17.383,0.724
test.enc.prompt.txt::00442,We're not making,1.0,content_diversity,it to the Hamptons.,a cake here.,a bomb.,love to this song.,fences.,-0.013,0.771,-0.338,2.785,0.557,4.997,0.999,-0.183,10.099,0.532
test.enc.prompt.txt::00442,We're not making,0.0,content_diversity,it all the way out to Long Island.,it to our vacation.,it all the way to the summer house.,it to the new place.,it to the party this weekend.,-0.147,0.815,-0.325,1.995,0.399,4.297,0.859,-0.429,20.193,0.561
test.enc.prompt.txt::00443,They're in the,1.0,content_diversity,basement digging up something.,car on their way to the hospital.,backseat holding hands.,spaceship headed to Mars.,boat out on Lake Mead.,-0.007,0.983,-0.302,1.953,0.391,4.993,0.999,-0.083,10.536,0.376
test.enc.prompt.txt::00443,They're in the,0.0,content_diversity,truck headed to the emergency room.,car taking Jane to get stitches.,backseat of the car and I'm driving them to the hospital.,suburban heading to see Dad in the hospital.,car driving as fast as they can to the emergency room.,-0.083,0.882,-0.372,2.536,0.507,4.978,0.996,-0.449,25.094,0.512
test.enc.prompt.txt::00444,And how are,1.0,content_diversity,you this fine evening?,going to get to the party?,the neighbors reacting to your new fence?,the kids adapting to their new school?,all these people going to fit into this car?,-0.043,0.938,-0.250,2.444,0.489,4.986,0.997,-0.208,17.549,0.462
test.enc.prompt.txt::00444,And how are,0.0,content_diversity,you doing on this gorgeous and warm summer night?,you and yours on this starry twilight?,my good  frends feeling tonight?,you feeling on this excellent end of the day?,you and your mom enjoying your night so far?,-0.049,0.926,-0.146,2.506,0.501,4.661,0.932,-0.364,28.779,0.654
test.enc.prompt.txt::00445,Bad dreams again?,1.0,content_diversity,I can’t believe it.,That’s so scary.,Why did you see a scary movie?,That’s weird.,I knew that was going to happen.,-0.016,0.974,-0.320,2.891,0.578,4.477,0.895,-0.331,21.387,0.629
test.enc.prompt.txt::00445,Bad dreams again?,0.0,content_diversity,How could that happen.,I hope you don’t see them again.,Wow that’s scary.,Hope you feeling better.,So what did you see?,-0.012,0.983,-0.187,2.367,0.473,4.291,0.858,-0.256,21.044,0.658
test.enc.prompt.txt::00446,They'd be here,1.0,content_diversity,if they weren't dead.,if they really cared.,again.,if you let them.,tomorrow.,-0.027,0.735,-0.432,2.361,0.472,5.000,1.000,-0.301,12.855,0.612
test.enc.prompt.txt::00446,They'd be here,0.0,content_diversity,on the next day.,later.,later this week.,the day after today.,after midnight.,-0.029,0.743,-0.370,2.785,0.557,4.228,0.846,-0.473,10.902,0.574
test.enc.prompt.txt::00447,Ripley...she doesn't have,1.0,content_diversity,the brains to start that new job.,any legs to run the NYC marathon.,confidence to leave her boyfriend.,money to do the things that she wants to do.,a clue on how to move forward with her life.,-0.045,0.943,-0.330,2.681,0.536,4.995,0.999,-0.242,29.187,0.663
test.enc.prompt.txt::00447,Ripley...she doesn't have,0.0,content_diversity,the means to go out with her friends.,her finances in order to travel.,cash to go buy food even though she is starving.,credit to rent a new car for her road trip.,coins to use on the slot machines as she wants to gamble her life away.,-0.049,0.951,-0.334,2.339,0.468,4.717,0.943,-0.337,35.094,0.650
test.enc.prompt.txt::00448,Burke! Open the,1.0,content_diversity,refrigerator now please!,window to get some fresh air.,car trunk so I can get the groceries out.,back door and let the dog out,car window because it smells in here!,-0.013,0.969,-0.078,2.374,0.475,4.995,0.999,-0.157,24.051,0.668
test.enc.prompt.txt::00448,Burke! Open the,0.0,content_diversity,car window because I am noticing a horrible smell.,car window before you fart next time!,car window because something smells like it died in here.,window of the car to get some fresh air from this smell!,vehicle window because I am getting a whiff of something bad!,-0.079,0.894,-0.299,2.124,0.425,4.758,0.952,-0.519,33.257,0.616
test.enc.prompt.txt::00449,I knew you'd,1.0,content_diversity,would be here.,certainly be in the area.,want to be part of this group.,consider this event to be you.,couldn't resist being here.,-0.040,0.942,-0.244,2.893,0.579,4.893,0.979,-0.589,19.174,0.599
test.enc.prompt.txt::00449,I knew you'd,0.0,content_diversity,would be attending.,wouldn't miss the event.,considered this event you didn't want to miss.,made plans to attend.,could be counted on to be here.,-0.024,0.954,-0.267,2.505,0.501,4.321,0.864,-0.613,18.559,0.530
test.enc.prompt.txt::00790,"Normally, we'd be",1.0,content_diversity,at the beach in the sun by now,happier about being at home,"at work all day, instead of home",chatting about the weather,all in this together.,-0.030,0.943,-0.171,2.552,0.510,4.985,0.997,-0.207,20.010,0.666
test.enc.prompt.txt::00790,"Normally, we'd be",0.0,content_diversity,taking a vacation,on holiday,soaking in the sun,in the sand and sun,tanning on the sand.,-0.046,0.903,-0.180,2.482,0.496,4.996,0.999,-0.455,13.018,0.685
test.enc.prompt.txt::00791,As real as,1.0,content_diversity,"it seems, it is not real.",real can get.,the stars in the sky.,it is in your head.,a fantasy can be.,-0.027,0.928,-0.267,2.507,0.501,4.969,0.994,-0.315,14.185,0.489
test.enc.prompt.txt::00791,As real as,0.0,content_diversity,a lie is in your head.,a dream can be.,the unicorns and leprechauns are in the world.,a book is in your imagination.,your imagination is.,-0.070,0.887,-0.325,1.841,0.368,4.808,0.962,-0.405,17.585,0.550
test.enc.prompt.txt::00792,I want you,1.0,content_diversity,to know,more than anything,LIKE YESTERDAY,to tell me the time,to call me later,-0.022,0.963,0.002,2.000,0.400,4.962,0.992,-0.327,10.093,0.631
test.enc.prompt.txt::00792,I want you,0.0,content_diversity,to tell me what time it is,to give me the time,let me know what time it is,to tell the time right now,let me know next time,-0.131,0.794,-0.286,2.175,0.435,4.161,0.832,-0.606,20.222,0.674
